File path,labels
F:\Similar Image Finder\dataset\4253.jpg,1
F:\Similar Image Finder\dataset\4254.jpg,1
F:\Similar Image Finder\dataset\4255.jpg,1
F:\Similar Image Finder\dataset\4256.jpg,2
F:\Similar Image Finder\dataset\4257.jpg,2
F:\Similar Image Finder\dataset\4258.jpg,3
F:\Similar Image Finder\dataset\4259.jpg,0
F:\Similar Image Finder\dataset\426.jpg,1
F:\Similar Image Finder\dataset\4260.jpg,1
F:\Similar Image Finder\dataset\4261.jpg,0
F:\Similar Image Finder\dataset\4262.jpg,1
F:\Similar Image Finder\dataset\4263.jpg,2
F:\Similar Image Finder\dataset\4264.jpg,3
F:\Similar Image Finder\dataset\4265.jpg,3
F:\Similar Image Finder\dataset\4266.jpg,0
F:\Similar Image Finder\dataset\4267.jpg,0
F:\Similar Image Finder\dataset\4268.jpg,2
F:\Similar Image Finder\dataset\4269.jpg,0
F:\Similar Image Finder\dataset\427.jpg,0
F:\Similar Image Finder\dataset\4270.jpg,1
F:\Similar Image Finder\dataset\4271.jpg,3
F:\Similar Image Finder\dataset\4272.jpg,1
F:\Similar Image Finder\dataset\4273.jpg,3
F:\Similar Image Finder\dataset\4274.jpg,0
F:\Similar Image Finder\dataset\4275.jpg,0
F:\Similar Image Finder\dataset\4276.jpg,1
F:\Similar Image Finder\dataset\4277.jpg,0
F:\Similar Image Finder\dataset\4278.jpg,2
F:\Similar Image Finder\dataset\4279.jpg,2
F:\Similar Image Finder\dataset\428.jpg,3
F:\Similar Image Finder\dataset\4280.jpg,1
F:\Similar Image Finder\dataset\4281.jpg,1
F:\Similar Image Finder\dataset\4282.jpg,3
F:\Similar Image Finder\dataset\4283.jpg,2
F:\Similar Image Finder\dataset\4284.jpg,3
F:\Similar Image Finder\dataset\4285.jpg,2
F:\Similar Image Finder\dataset\4286.jpg,2
F:\Similar Image Finder\dataset\4287.jpg,0
F:\Similar Image Finder\dataset\4288.jpg,0
F:\Similar Image Finder\dataset\4289.jpg,1
F:\Similar Image Finder\dataset\429.jpg,3
F:\Similar Image Finder\dataset\4290.jpg,3
F:\Similar Image Finder\dataset\4291.jpg,3
F:\Similar Image Finder\dataset\4292.jpg,1
F:\Similar Image Finder\dataset\4293.jpg,3
F:\Similar Image Finder\dataset\4294.jpg,3
F:\Similar Image Finder\dataset\4295.jpg,1
F:\Similar Image Finder\dataset\4296.jpg,3
F:\Similar Image Finder\dataset\4297.jpg,2
F:\Similar Image Finder\dataset\4298.jpg,1
F:\Similar Image Finder\dataset\4299.jpg,3
F:\Similar Image Finder\dataset\43.jpg,1
F:\Similar Image Finder\dataset\430.jpg,3
F:\Similar Image Finder\dataset\4300.jpg,1
F:\Similar Image Finder\dataset\4301.jpg,0
F:\Similar Image Finder\dataset\4302.jpg,1
F:\Similar Image Finder\dataset\4303.jpg,1
F:\Similar Image Finder\dataset\4304.jpg,3
F:\Similar Image Finder\dataset\4305.jpg,1
F:\Similar Image Finder\dataset\4306.jpg,1
F:\Similar Image Finder\dataset\4307.jpg,3
F:\Similar Image Finder\dataset\4308.jpg,3
F:\Similar Image Finder\dataset\4309.jpg,1
F:\Similar Image Finder\dataset\431.jpg,1
F:\Similar Image Finder\dataset\4310.jpg,1
F:\Similar Image Finder\dataset\4311.jpg,2
F:\Similar Image Finder\dataset\4312.jpg,3
F:\Similar Image Finder\dataset\4313.jpg,2
F:\Similar Image Finder\dataset\4314.jpg,0
F:\Similar Image Finder\dataset\4315.jpg,2
F:\Similar Image Finder\dataset\4316.jpg,2
F:\Similar Image Finder\dataset\4317.jpg,1
F:\Similar Image Finder\dataset\4318.jpg,3
F:\Similar Image Finder\dataset\4319.jpg,3
F:\Similar Image Finder\dataset\432.jpg,1
F:\Similar Image Finder\dataset\4320.jpg,1
F:\Similar Image Finder\dataset\4321.jpg,3
F:\Similar Image Finder\dataset\4322.jpg,3
F:\Similar Image Finder\dataset\4323.jpg,0
F:\Similar Image Finder\dataset\4324.jpg,3
F:\Similar Image Finder\dataset\4325.jpg,3
F:\Similar Image Finder\dataset\4326.jpg,3
F:\Similar Image Finder\dataset\4327.jpg,3
F:\Similar Image Finder\dataset\4328.jpg,2
F:\Similar Image Finder\dataset\4329.jpg,3
F:\Similar Image Finder\dataset\433.jpg,3
F:\Similar Image Finder\dataset\4330.jpg,3
F:\Similar Image Finder\dataset\4331.jpg,0
F:\Similar Image Finder\dataset\4332.jpg,1
F:\Similar Image Finder\dataset\4333.jpg,1
F:\Similar Image Finder\dataset\4334.jpg,1
F:\Similar Image Finder\dataset\4335.jpg,1
F:\Similar Image Finder\dataset\4336.jpg,2
F:\Similar Image Finder\dataset\4337.jpg,0
F:\Similar Image Finder\dataset\4338.jpg,2
F:\Similar Image Finder\dataset\4339.jpg,1
F:\Similar Image Finder\dataset\434.jpg,3
F:\Similar Image Finder\dataset\4340.jpg,3
F:\Similar Image Finder\dataset\4341.jpg,3
F:\Similar Image Finder\dataset\4342.jpg,3
F:\Similar Image Finder\dataset\4343.jpg,1
F:\Similar Image Finder\dataset\4344.jpg,2
F:\Similar Image Finder\dataset\4345.jpg,1
F:\Similar Image Finder\dataset\4346.jpg,3
F:\Similar Image Finder\dataset\4347.jpg,3
F:\Similar Image Finder\dataset\4348.jpg,1
F:\Similar Image Finder\dataset\4349.jpg,0
F:\Similar Image Finder\dataset\435.jpg,0
F:\Similar Image Finder\dataset\4350.jpg,2
F:\Similar Image Finder\dataset\4351.jpg,3
F:\Similar Image Finder\dataset\4352.jpg,1
F:\Similar Image Finder\dataset\4353.jpg,0
F:\Similar Image Finder\dataset\4354.jpg,1
F:\Similar Image Finder\dataset\4355.jpg,3
F:\Similar Image Finder\dataset\4356.jpg,1
F:\Similar Image Finder\dataset\4357.jpg,1
F:\Similar Image Finder\dataset\4358.jpg,3
F:\Similar Image Finder\dataset\4359.jpg,3
F:\Similar Image Finder\dataset\436.jpg,1
F:\Similar Image Finder\dataset\4360.jpg,3
F:\Similar Image Finder\dataset\4361.jpg,0
F:\Similar Image Finder\dataset\4362.jpg,1
F:\Similar Image Finder\dataset\4363.jpg,1
F:\Similar Image Finder\dataset\4364.jpg,0
F:\Similar Image Finder\dataset\4365.jpg,2
F:\Similar Image Finder\dataset\4366.jpg,0
F:\Similar Image Finder\dataset\4367.jpg,3
F:\Similar Image Finder\dataset\4368.jpg,2
F:\Similar Image Finder\dataset\4369.jpg,0
F:\Similar Image Finder\dataset\437.jpg,0
F:\Similar Image Finder\dataset\4370.jpg,3
F:\Similar Image Finder\dataset\4371.jpg,1
F:\Similar Image Finder\dataset\4372.jpg,3
F:\Similar Image Finder\dataset\4373.jpg,3
F:\Similar Image Finder\dataset\4374.jpg,1
F:\Similar Image Finder\dataset\4375.jpg,2
F:\Similar Image Finder\dataset\4376.jpg,3
F:\Similar Image Finder\dataset\4377.jpg,1
F:\Similar Image Finder\dataset\4378.jpg,3
F:\Similar Image Finder\dataset\4379.jpg,0
F:\Similar Image Finder\dataset\438.jpg,3
F:\Similar Image Finder\dataset\4380.jpg,0
F:\Similar Image Finder\dataset\4381.jpg,2
F:\Similar Image Finder\dataset\4382.jpg,2
F:\Similar Image Finder\dataset\4383.jpg,2
F:\Similar Image Finder\dataset\4384.jpg,1
F:\Similar Image Finder\dataset\4385.jpg,3
F:\Similar Image Finder\dataset\4386.jpg,1
F:\Similar Image Finder\dataset\4387.jpg,1
F:\Similar Image Finder\dataset\4388.jpg,1
F:\Similar Image Finder\dataset\4389.jpg,3
F:\Similar Image Finder\dataset\439.jpg,0
F:\Similar Image Finder\dataset\4390.jpg,3
F:\Similar Image Finder\dataset\4391.jpg,3
F:\Similar Image Finder\dataset\4392.jpg,1
F:\Similar Image Finder\dataset\4393.jpg,3
F:\Similar Image Finder\dataset\4394.jpg,3
F:\Similar Image Finder\dataset\4395.jpg,1
F:\Similar Image Finder\dataset\4396.jpg,1
F:\Similar Image Finder\dataset\4397.jpg,3
F:\Similar Image Finder\dataset\4398.jpg,2
F:\Similar Image Finder\dataset\4399.jpg,1
F:\Similar Image Finder\dataset\44.jpg,1
F:\Similar Image Finder\dataset\440.jpg,0
F:\Similar Image Finder\dataset\4400.jpg,2
F:\Similar Image Finder\dataset\4401.jpg,3
F:\Similar Image Finder\dataset\4402.jpg,2
F:\Similar Image Finder\dataset\4403.jpg,3
F:\Similar Image Finder\dataset\4404.jpg,3
F:\Similar Image Finder\dataset\4405.jpg,3
F:\Similar Image Finder\dataset\4406.jpg,2
F:\Similar Image Finder\dataset\4407.jpg,0
F:\Similar Image Finder\dataset\4408.jpg,0
F:\Similar Image Finder\dataset\4409.jpg,3
F:\Similar Image Finder\dataset\441.jpg,3
F:\Similar Image Finder\dataset\4410.jpg,1
F:\Similar Image Finder\dataset\4411.jpg,1
F:\Similar Image Finder\dataset\4412.jpg,3
F:\Similar Image Finder\dataset\4413.jpg,3
F:\Similar Image Finder\dataset\4414.jpg,2
F:\Similar Image Finder\dataset\4415.jpg,2
F:\Similar Image Finder\dataset\4416.jpg,1
F:\Similar Image Finder\dataset\4417.jpg,3
F:\Similar Image Finder\dataset\4418.jpg,3
F:\Similar Image Finder\dataset\4419.jpg,1
F:\Similar Image Finder\dataset\442.jpg,3
F:\Similar Image Finder\dataset\4420.jpg,2
F:\Similar Image Finder\dataset\4421.jpg,3
F:\Similar Image Finder\dataset\4422.jpg,3
F:\Similar Image Finder\dataset\4423.jpg,1
F:\Similar Image Finder\dataset\4424.jpg,3
F:\Similar Image Finder\dataset\4425.jpg,1
F:\Similar Image Finder\dataset\4426.jpg,2
F:\Similar Image Finder\dataset\4427.jpg,3
F:\Similar Image Finder\dataset\4428.jpg,1
F:\Similar Image Finder\dataset\4429.jpg,3
F:\Similar Image Finder\dataset\443.jpg,3
F:\Similar Image Finder\dataset\4430.jpg,3
F:\Similar Image Finder\dataset\4431.jpg,3
F:\Similar Image Finder\dataset\4432.jpg,3
F:\Similar Image Finder\dataset\4433.jpg,0
F:\Similar Image Finder\dataset\4434.jpg,3
F:\Similar Image Finder\dataset\4435.jpg,3
F:\Similar Image Finder\dataset\4436.jpg,0
F:\Similar Image Finder\dataset\4437.jpg,1
F:\Similar Image Finder\dataset\4438.jpg,0
F:\Similar Image Finder\dataset\4439.jpg,2
F:\Similar Image Finder\dataset\444.jpg,3
F:\Similar Image Finder\dataset\4440.jpg,0
F:\Similar Image Finder\dataset\4441.jpg,1
F:\Similar Image Finder\dataset\4442.jpg,1
F:\Similar Image Finder\dataset\4443.jpg,3
F:\Similar Image Finder\dataset\4444.jpg,0
F:\Similar Image Finder\dataset\4445.jpg,3
F:\Similar Image Finder\dataset\4446.jpg,3
F:\Similar Image Finder\dataset\4447.jpg,3
F:\Similar Image Finder\dataset\4448.jpg,2
F:\Similar Image Finder\dataset\4449.jpg,2
F:\Similar Image Finder\dataset\445.jpg,1
F:\Similar Image Finder\dataset\4450.jpg,0
F:\Similar Image Finder\dataset\4451.jpg,1
F:\Similar Image Finder\dataset\4452.jpg,2
F:\Similar Image Finder\dataset\4453.jpg,0
F:\Similar Image Finder\dataset\4454.jpg,3
F:\Similar Image Finder\dataset\4455.jpg,1
F:\Similar Image Finder\dataset\4456.jpg,2
F:\Similar Image Finder\dataset\4457.jpg,0
F:\Similar Image Finder\dataset\4458.jpg,3
F:\Similar Image Finder\dataset\4459.jpg,1
F:\Similar Image Finder\dataset\446.jpg,1
F:\Similar Image Finder\dataset\4460.jpg,1
F:\Similar Image Finder\dataset\4461.jpg,3
F:\Similar Image Finder\dataset\4462.jpg,1
F:\Similar Image Finder\dataset\4463.jpg,2
F:\Similar Image Finder\dataset\4464.jpg,3
F:\Similar Image Finder\dataset\4465.jpg,3
F:\Similar Image Finder\dataset\4466.jpg,2
F:\Similar Image Finder\dataset\4467.jpg,1
F:\Similar Image Finder\dataset\4468.jpg,3
F:\Similar Image Finder\dataset\4469.jpg,1
F:\Similar Image Finder\dataset\447.jpg,1
F:\Similar Image Finder\dataset\4470.jpg,1
F:\Similar Image Finder\dataset\4471.jpg,3
F:\Similar Image Finder\dataset\4472.jpg,3
F:\Similar Image Finder\dataset\4473.jpg,3
F:\Similar Image Finder\dataset\4474.jpg,3
F:\Similar Image Finder\dataset\4475.jpg,3
F:\Similar Image Finder\dataset\4476.jpg,0
F:\Similar Image Finder\dataset\4477.jpg,3
F:\Similar Image Finder\dataset\4478.jpg,2
F:\Similar Image Finder\dataset\4479.jpg,1
F:\Similar Image Finder\dataset\448.jpg,2
F:\Similar Image Finder\dataset\4480.jpg,1
F:\Similar Image Finder\dataset\4481.jpg,3
F:\Similar Image Finder\dataset\4482.jpg,0
F:\Similar Image Finder\dataset\4483.jpg,0
F:\Similar Image Finder\dataset\4484.jpg,0
F:\Similar Image Finder\dataset\4485.jpg,3
F:\Similar Image Finder\dataset\4486.jpg,1
F:\Similar Image Finder\dataset\4487.jpg,0
F:\Similar Image Finder\dataset\4488.jpg,0
F:\Similar Image Finder\dataset\4489.jpg,0
F:\Similar Image Finder\dataset\449.jpg,1
F:\Similar Image Finder\dataset\4490.jpg,0
F:\Similar Image Finder\dataset\4491.jpg,3
F:\Similar Image Finder\dataset\4492.jpg,3
F:\Similar Image Finder\dataset\4493.jpg,3
F:\Similar Image Finder\dataset\4494.jpg,3
F:\Similar Image Finder\dataset\4495.jpg,0
F:\Similar Image Finder\dataset\4496.jpg,0
F:\Similar Image Finder\dataset\4497.jpg,3
F:\Similar Image Finder\dataset\4498.jpg,2
F:\Similar Image Finder\dataset\4499.jpg,1
F:\Similar Image Finder\dataset\45.jpg,3
F:\Similar Image Finder\dataset\450.jpg,1
F:\Similar Image Finder\dataset\4500.jpg,3
F:\Similar Image Finder\dataset\4501.jpg,0
F:\Similar Image Finder\dataset\4502.jpg,1
F:\Similar Image Finder\dataset\4503.jpg,3
F:\Similar Image Finder\dataset\4504.jpg,1
F:\Similar Image Finder\dataset\4505.jpg,3
F:\Similar Image Finder\dataset\4506.jpg,2
F:\Similar Image Finder\dataset\4507.jpg,0
F:\Similar Image Finder\dataset\4508.jpg,3
F:\Similar Image Finder\dataset\4509.jpg,3
F:\Similar Image Finder\dataset\451.jpg,0
F:\Similar Image Finder\dataset\4510.jpg,1
F:\Similar Image Finder\dataset\4511.jpg,0
F:\Similar Image Finder\dataset\4512.jpg,0
F:\Similar Image Finder\dataset\4513.jpg,3
F:\Similar Image Finder\dataset\4514.jpg,2
F:\Similar Image Finder\dataset\4515.jpg,1
F:\Similar Image Finder\dataset\4516.jpg,3
F:\Similar Image Finder\dataset\4517.jpg,3
F:\Similar Image Finder\dataset\4518.jpg,0
F:\Similar Image Finder\dataset\4519.jpg,3
F:\Similar Image Finder\dataset\452.jpg,1
F:\Similar Image Finder\dataset\4520.jpg,1
F:\Similar Image Finder\dataset\4521.jpg,1
F:\Similar Image Finder\dataset\4522.jpg,3
F:\Similar Image Finder\dataset\4523.jpg,1
F:\Similar Image Finder\dataset\4524.jpg,1
F:\Similar Image Finder\dataset\4525.jpg,0
F:\Similar Image Finder\dataset\4526.jpg,2
F:\Similar Image Finder\dataset\4527.jpg,2
F:\Similar Image Finder\dataset\4528.jpg,2
F:\Similar Image Finder\dataset\4529.jpg,2
F:\Similar Image Finder\dataset\453.jpg,3
F:\Similar Image Finder\dataset\4530.jpg,0
F:\Similar Image Finder\dataset\4531.jpg,2
F:\Similar Image Finder\dataset\4532.jpg,1
F:\Similar Image Finder\dataset\4533.jpg,0
F:\Similar Image Finder\dataset\4534.jpg,3
F:\Similar Image Finder\dataset\4535.jpg,2
F:\Similar Image Finder\dataset\4536.jpg,1
F:\Similar Image Finder\dataset\4537.jpg,2
F:\Similar Image Finder\dataset\4538.jpg,3
F:\Similar Image Finder\dataset\4539.jpg,3
F:\Similar Image Finder\dataset\454.jpg,0
F:\Similar Image Finder\dataset\4540.jpg,3
F:\Similar Image Finder\dataset\4541.jpg,3
F:\Similar Image Finder\dataset\4542.jpg,3
F:\Similar Image Finder\dataset\4543.jpg,2
F:\Similar Image Finder\dataset\4544.jpg,1
F:\Similar Image Finder\dataset\4545.jpg,3
F:\Similar Image Finder\dataset\4546.jpg,1
F:\Similar Image Finder\dataset\4547.jpg,2
F:\Similar Image Finder\dataset\4548.jpg,2
F:\Similar Image Finder\dataset\4549.jpg,1
F:\Similar Image Finder\dataset\455.jpg,1
F:\Similar Image Finder\dataset\4550.jpg,3
F:\Similar Image Finder\dataset\4551.jpg,0
F:\Similar Image Finder\dataset\4552.jpg,3
F:\Similar Image Finder\dataset\4553.jpg,2
F:\Similar Image Finder\dataset\4554.jpg,2
F:\Similar Image Finder\dataset\4555.jpg,2
F:\Similar Image Finder\dataset\4556.jpg,0
F:\Similar Image Finder\dataset\4557.jpg,2
F:\Similar Image Finder\dataset\4558.jpg,1
F:\Similar Image Finder\dataset\4559.jpg,0
F:\Similar Image Finder\dataset\456.jpg,3
F:\Similar Image Finder\dataset\4560.jpg,3
F:\Similar Image Finder\dataset\4561.jpg,1
F:\Similar Image Finder\dataset\4562.jpg,3
F:\Similar Image Finder\dataset\4563.jpg,0
F:\Similar Image Finder\dataset\4564.jpg,3
F:\Similar Image Finder\dataset\4565.jpg,0
F:\Similar Image Finder\dataset\4566.jpg,3
F:\Similar Image Finder\dataset\4567.jpg,2
F:\Similar Image Finder\dataset\4568.jpg,3
F:\Similar Image Finder\dataset\4569.jpg,2
F:\Similar Image Finder\dataset\457.jpg,0
F:\Similar Image Finder\dataset\4570.jpg,1
F:\Similar Image Finder\dataset\4571.jpg,1
F:\Similar Image Finder\dataset\4572.jpg,3
F:\Similar Image Finder\dataset\4573.jpg,3
F:\Similar Image Finder\dataset\4574.jpg,3
F:\Similar Image Finder\dataset\4575.jpg,3
F:\Similar Image Finder\dataset\4576.jpg,3
F:\Similar Image Finder\dataset\4577.jpg,3
F:\Similar Image Finder\dataset\4578.jpg,3
F:\Similar Image Finder\dataset\4579.jpg,2
F:\Similar Image Finder\dataset\458.jpg,1
F:\Similar Image Finder\dataset\4580.jpg,3
F:\Similar Image Finder\dataset\4581.jpg,3
F:\Similar Image Finder\dataset\4582.jpg,3
F:\Similar Image Finder\dataset\4583.jpg,1
F:\Similar Image Finder\dataset\4584.jpg,2
F:\Similar Image Finder\dataset\4585.jpg,1
F:\Similar Image Finder\dataset\4586.jpg,2
F:\Similar Image Finder\dataset\4587.jpg,3
F:\Similar Image Finder\dataset\4588.jpg,1
F:\Similar Image Finder\dataset\4589.jpg,2
F:\Similar Image Finder\dataset\459.jpg,1
F:\Similar Image Finder\dataset\4590.jpg,3
F:\Similar Image Finder\dataset\4591.jpg,0
F:\Similar Image Finder\dataset\4592.jpg,2
F:\Similar Image Finder\dataset\4593.jpg,0
F:\Similar Image Finder\dataset\4594.jpg,1
F:\Similar Image Finder\dataset\4595.jpg,0
F:\Similar Image Finder\dataset\4596.jpg,3
F:\Similar Image Finder\dataset\4597.jpg,2
F:\Similar Image Finder\dataset\4598.jpg,0
F:\Similar Image Finder\dataset\4599.jpg,3
F:\Similar Image Finder\dataset\46.jpg,1
F:\Similar Image Finder\dataset\460.jpg,1
F:\Similar Image Finder\dataset\4600.jpg,3
F:\Similar Image Finder\dataset\4601.jpg,0
F:\Similar Image Finder\dataset\4602.jpg,1
F:\Similar Image Finder\dataset\4603.jpg,0
F:\Similar Image Finder\dataset\4604.jpg,3
F:\Similar Image Finder\dataset\4605.jpg,0
F:\Similar Image Finder\dataset\4606.jpg,2
F:\Similar Image Finder\dataset\4607.jpg,0
F:\Similar Image Finder\dataset\4608.jpg,2
F:\Similar Image Finder\dataset\4609.jpg,0
F:\Similar Image Finder\dataset\461.jpg,0
F:\Similar Image Finder\dataset\4610.jpg,0
F:\Similar Image Finder\dataset\4611.jpg,3
F:\Similar Image Finder\dataset\4612.jpg,2
F:\Similar Image Finder\dataset\4613.jpg,0
F:\Similar Image Finder\dataset\4614.jpg,3
F:\Similar Image Finder\dataset\4615.jpg,0
F:\Similar Image Finder\dataset\4616.jpg,1
F:\Similar Image Finder\dataset\4617.jpg,1
F:\Similar Image Finder\dataset\4618.jpg,2
F:\Similar Image Finder\dataset\4619.jpg,0
F:\Similar Image Finder\dataset\462.jpg,3
F:\Similar Image Finder\dataset\4620.jpg,1
F:\Similar Image Finder\dataset\4621.jpg,3
F:\Similar Image Finder\dataset\4622.jpg,1
F:\Similar Image Finder\dataset\4623.jpg,2
F:\Similar Image Finder\dataset\4624.jpg,2
F:\Similar Image Finder\dataset\4625.jpg,0
F:\Similar Image Finder\dataset\4626.jpg,1
F:\Similar Image Finder\dataset\4627.jpg,1
F:\Similar Image Finder\dataset\4628.jpg,1
F:\Similar Image Finder\dataset\4629.jpg,1
F:\Similar Image Finder\dataset\463.jpg,2
F:\Similar Image Finder\dataset\4630.jpg,1
F:\Similar Image Finder\dataset\4631.jpg,2
F:\Similar Image Finder\dataset\4632.jpg,3
F:\Similar Image Finder\dataset\4633.jpg,3
F:\Similar Image Finder\dataset\4634.jpg,3
F:\Similar Image Finder\dataset\4635.jpg,3
F:\Similar Image Finder\dataset\4636.jpg,1
F:\Similar Image Finder\dataset\4637.jpg,3
F:\Similar Image Finder\dataset\4638.jpg,1
F:\Similar Image Finder\dataset\4639.jpg,2
F:\Similar Image Finder\dataset\464.jpg,3
F:\Similar Image Finder\dataset\4640.jpg,1
F:\Similar Image Finder\dataset\4641.jpg,1
F:\Similar Image Finder\dataset\4642.jpg,3
F:\Similar Image Finder\dataset\4643.jpg,2
F:\Similar Image Finder\dataset\4644.jpg,0
F:\Similar Image Finder\dataset\4645.jpg,0
F:\Similar Image Finder\dataset\4646.jpg,3
F:\Similar Image Finder\dataset\4647.jpg,1
F:\Similar Image Finder\dataset\4648.jpg,0
F:\Similar Image Finder\dataset\4649.jpg,2
F:\Similar Image Finder\dataset\465.jpg,2
F:\Similar Image Finder\dataset\4650.jpg,2
F:\Similar Image Finder\dataset\4651.jpg,2
F:\Similar Image Finder\dataset\4652.jpg,1
F:\Similar Image Finder\dataset\4653.jpg,1
F:\Similar Image Finder\dataset\4654.jpg,1
F:\Similar Image Finder\dataset\4655.jpg,3
F:\Similar Image Finder\dataset\4656.jpg,2
F:\Similar Image Finder\dataset\4657.jpg,1
F:\Similar Image Finder\dataset\4658.jpg,1
F:\Similar Image Finder\dataset\4659.jpg,2
F:\Similar Image Finder\dataset\466.jpg,0
F:\Similar Image Finder\dataset\4660.jpg,1
F:\Similar Image Finder\dataset\4661.jpg,1
F:\Similar Image Finder\dataset\4662.jpg,2
F:\Similar Image Finder\dataset\4663.jpg,1
F:\Similar Image Finder\dataset\4664.jpg,1
F:\Similar Image Finder\dataset\4665.jpg,2
F:\Similar Image Finder\dataset\4666.jpg,0
F:\Similar Image Finder\dataset\4667.jpg,1
F:\Similar Image Finder\dataset\4668.jpg,0
F:\Similar Image Finder\dataset\4669.jpg,3
F:\Similar Image Finder\dataset\467.jpg,3
F:\Similar Image Finder\dataset\4670.jpg,1
F:\Similar Image Finder\dataset\4671.jpg,1
F:\Similar Image Finder\dataset\4672.jpg,3
F:\Similar Image Finder\dataset\4673.jpg,1
F:\Similar Image Finder\dataset\4674.jpg,3
F:\Similar Image Finder\dataset\4675.jpg,3
F:\Similar Image Finder\dataset\4676.jpg,3
F:\Similar Image Finder\dataset\4677.jpg,1
F:\Similar Image Finder\dataset\4678.jpg,1
F:\Similar Image Finder\dataset\4679.jpg,0
F:\Similar Image Finder\dataset\468.jpg,1
F:\Similar Image Finder\dataset\4680.jpg,3
F:\Similar Image Finder\dataset\4681.jpg,1
F:\Similar Image Finder\dataset\4682.jpg,3
F:\Similar Image Finder\dataset\4683.jpg,0
F:\Similar Image Finder\dataset\4684.jpg,1
F:\Similar Image Finder\dataset\4685.jpg,1
F:\Similar Image Finder\dataset\4686.jpg,1
F:\Similar Image Finder\dataset\4687.jpg,1
F:\Similar Image Finder\dataset\4688.jpg,2
F:\Similar Image Finder\dataset\4689.jpg,1
F:\Similar Image Finder\dataset\469.jpg,2
F:\Similar Image Finder\dataset\4690.jpg,3
F:\Similar Image Finder\dataset\4691.jpg,3
F:\Similar Image Finder\dataset\4692.jpg,3
F:\Similar Image Finder\dataset\4693.jpg,3
F:\Similar Image Finder\dataset\4694.jpg,1
F:\Similar Image Finder\dataset\4695.jpg,1
F:\Similar Image Finder\dataset\4696.jpg,3
F:\Similar Image Finder\dataset\4697.jpg,0
F:\Similar Image Finder\dataset\4698.jpg,2
F:\Similar Image Finder\dataset\4699.jpg,1
F:\Similar Image Finder\dataset\47.jpg,0
F:\Similar Image Finder\dataset\470.jpg,2
F:\Similar Image Finder\dataset\4700.jpg,0
F:\Similar Image Finder\dataset\4701.jpg,1
F:\Similar Image Finder\dataset\4702.jpg,0
F:\Similar Image Finder\dataset\4703.jpg,2
F:\Similar Image Finder\dataset\4704.jpg,0
F:\Similar Image Finder\dataset\4705.jpg,0
F:\Similar Image Finder\dataset\4706.jpg,2
F:\Similar Image Finder\dataset\4707.jpg,1
F:\Similar Image Finder\dataset\4708.jpg,1
F:\Similar Image Finder\dataset\4709.jpg,0
F:\Similar Image Finder\dataset\471.jpg,0
F:\Similar Image Finder\dataset\4710.jpg,1
F:\Similar Image Finder\dataset\4711.jpg,1
F:\Similar Image Finder\dataset\4712.jpg,1
F:\Similar Image Finder\dataset\4713.jpg,1
F:\Similar Image Finder\dataset\4714.jpg,0
F:\Similar Image Finder\dataset\4715.jpg,1
F:\Similar Image Finder\dataset\4716.jpg,3
F:\Similar Image Finder\dataset\4717.jpg,0
F:\Similar Image Finder\dataset\4718.jpg,1
F:\Similar Image Finder\dataset\4719.jpg,3
F:\Similar Image Finder\dataset\472.jpg,1
F:\Similar Image Finder\dataset\4720.jpg,1
F:\Similar Image Finder\dataset\4721.jpg,3
F:\Similar Image Finder\dataset\4722.jpg,2
F:\Similar Image Finder\dataset\4723.jpg,2
F:\Similar Image Finder\dataset\4724.jpg,2
F:\Similar Image Finder\dataset\4725.jpg,3
F:\Similar Image Finder\dataset\4726.jpg,0
F:\Similar Image Finder\dataset\4727.jpg,1
F:\Similar Image Finder\dataset\4728.jpg,3
F:\Similar Image Finder\dataset\4729.jpg,1
F:\Similar Image Finder\dataset\473.jpg,0
F:\Similar Image Finder\dataset\4730.jpg,1
F:\Similar Image Finder\dataset\4731.jpg,1
F:\Similar Image Finder\dataset\4732.jpg,3
F:\Similar Image Finder\dataset\4733.jpg,3
F:\Similar Image Finder\dataset\4734.jpg,3
F:\Similar Image Finder\dataset\4735.jpg,0
F:\Similar Image Finder\dataset\4736.jpg,1
F:\Similar Image Finder\dataset\4737.jpg,3
F:\Similar Image Finder\dataset\474.jpg,2
F:\Similar Image Finder\dataset\475.jpg,0
F:\Similar Image Finder\dataset\476.jpg,1
F:\Similar Image Finder\dataset\477.jpg,3
F:\Similar Image Finder\dataset\478.jpg,2
F:\Similar Image Finder\dataset\479.jpg,3
F:\Similar Image Finder\dataset\48.jpg,0
F:\Similar Image Finder\dataset\480.jpg,0
F:\Similar Image Finder\dataset\481.jpg,0
F:\Similar Image Finder\dataset\482.jpg,0
F:\Similar Image Finder\dataset\483.jpg,2
F:\Similar Image Finder\dataset\484.jpg,1
F:\Similar Image Finder\dataset\485.jpg,1
F:\Similar Image Finder\dataset\486.jpg,3
F:\Similar Image Finder\dataset\487.jpg,0
F:\Similar Image Finder\dataset\488.jpg,0
F:\Similar Image Finder\dataset\489.jpg,1
F:\Similar Image Finder\dataset\49.jpg,3
F:\Similar Image Finder\dataset\490.jpg,3
F:\Similar Image Finder\dataset\491.jpg,3
F:\Similar Image Finder\dataset\492.jpg,3
F:\Similar Image Finder\dataset\493.jpg,3
F:\Similar Image Finder\dataset\494.jpg,3
F:\Similar Image Finder\dataset\495.jpg,3
